Id;Valoración;Mensaje
2039;2;"So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though "
2040;2;@rj i don't know what half of that means 
2041;2;homework homework homework 
2042;2;worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! 
2043;1;@MeLaMachinko now i feel bad for unfollowing. 
2044;1;So... Tired... God I hate the new job, and only two days in 
2045;1;Sad about Kutner being killed off my fav show House! 
2046;4;happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
2047;2;I feel like shit. This is NOT the way I want to spend my birthday's eve 
2048;2;so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......
2049;2;has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
2050;2;@emiliexclarkex miss you 
2051;1;@stephenkruiser I'm so sorry to hear about your dog 
2052;2;Too much internet. How it plagues me 
2053;2;i miss my ex soo much 
2054;2;Sodding M25   http://twitpic.com/2y3y0
2055;2;oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
2056;2;@featherinair call me back. 
2057;2;is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg
2058;2;it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
2059;2;I totally have like...  four girl options, and none of them seem viable 
2060;2;so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......
2061;3;Listening to Bjork's All is full of Love... crying 
2062;3;Omg the hills! Then I love money2, aww I think becky buckwild goes 
2063;2;is craving for some tantan nabe  http://plurk.com/p/mzxcs
2064;2;C'mon sean man 
2065;2;"Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck."
2066;2;Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain 
2067;3;@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
2068;2;@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
2069;2;@SLessard But, but, but . . I wanna listen to the masters too!  
2070;4;@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work 
2071;2;i feel unloved. dropped 2 tweeters 
2072;2;Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him
2073;2;"@natalietran if you're talking Chapel Street then try Borscht Vodka &amp; Tears on corner of Chapel and High St or Globe at 218 Chapel St "
2074;2;New Peter Alexander stuff always goes down well 
2075;2;@ChristianaZhu just joined AIESEC 
2076;3;T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet 
2077;2;@kworkman now that wifey works in a wine shop, I must know what my friends are drinking. Make with the details plz 
2078;3;I  just made the most amazing Banana Bread 
2079;4;I'm gonna be up for a while soinma be posting lost of tweets  just for you martha LOL
2080;2;Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
2081;2;Also getting alpaca and ima walk it 
2082;2;@mykele sayyyy whaaaa? I wasn't invited... 
2083;2;@sydney_holidays Thanks for those 
2084;2;@realchrissystar I'm sure if I saw you I'd think you're way little! 
2085;1;Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
2086;2;@ErinEven Brb, fedexing my application to you! 
2087;3;@hitwithafish very nice pics! Such a cute family! 
2088;2;@lanaveenker It's not as much as I appreciate the information. Thanks! 
2089;2;...starting today 
2090;1;@DonnieWahlberg Seriously, you are Donfucious!  
2091;2;@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
2092;2;frosted wheats in milk for my midnight snack 
2093;3;OK all... Off to sleep on my magnetic mattress.  http://bit.ly/hPNrI  G'night all!  Sweet Dreams.   
2094;2;We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
2095;3;@MrsP_ifurnastee rowr! you bet!  and @cartermorrison is going to bed..but I'm sure she would want to be included as well  LMAO
2096;2;@cameradeath  Well we're glad you're back.  Any pics from Curvy?
2097;2;@Jenn_Brown haha no, i'm going to play some COD 4 now 
2098;2;GuiPulp is open 
2099;1;@jcrillz so's the real Common these days... 
2100;3;@elmardc ok thanks elmar! 
2101;2;@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. 
2102;3;Uploading pics from Sunday night out - it was a good night, lots of fun, and I got to know my boyfriend's sister better 
2103;2;@HeavyHand 
2104;3;@nanalipzz89 lol okay than 
2105;2;http://twitpic.com/2y3z2 - need a twit pic asst. Any applicants? 
2106;2;Twidroid installed, lets spam twitter with the g1 google mobile 
2107;2;@ddlovato Bill Beckett And lovato are homies who knew! 
2108;2;i don't like lukewarm showers 
2109;2;@sdownes1972 thx Stu will do! 
2110;2;@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow 
2111;2;"yay!!! hcc then sand key &amp; surfing. Big waves!! "
2112;3;pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!
2113;2;nite twitterville  workout in the am  -ciao
2114;2;Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready
2115;3;"watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]"
2116;3;i love my grandma 
2117;3;I'm off to Salsa Dancing lessons!!!  I love it!!!  
2118;2;@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
2119;3;got a great first verse and chorus goin' i love this song 
2120;1;@skylineking722 connor, it's me, febi  are you really really mad at me??
2121;2;@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho 
2122;2;Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community 
2123;2;@sherlockjr but you can't be bitter if you stop watching! 
2124;2;@TJ_Sopher damn right - the grill is always open down here 
2125;2;Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! 
2126;2;@ravensymone hayy! big fan love your music and your show !! 
2127;3;sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting 
2128;4;@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
2129;2;@ParkRat It's my view, not yours -- yours is the same 
2130;3;@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
2131;4;@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today
2132;3;@hannahpoulton good morning! you sound very chirpy 
2133;1;Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
2134;2;@sudam08  yes, someone hasn't been reading my posts properly  
2135;3;@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol
2136;1;on my way home from a relaxing weekend  to bad it's back to reality :/
2137;2;Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
2138;3;Had a great night..really enjoying life  
2139;4;@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! 
2140;2;@plasticfuzzies who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! 
2141;2;"@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh "
2142;2;goodnight 
2143;3;@davemcclure haha! yeah that does sound closer to it 
2144;3;@point_moot You're welcome! scotch_mist was the best thing I ever saw on TV on New Year's Eve. 
2145;2;@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com 
2146;2;@ellie1971 yes, that?s a good idea!  how late is it at your side of the world?
2147;3;@jazz_nash ahaha im sure it is. lol 
2148;3;Who turned the lights on? It will be time to get ip then 
2149;3;Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow.
2150;3;@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?
2151;3;"@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. "
2152;2;@DanniAsheOnline I wholeheartedly agree with you on that one! 
2153;2;@darylsws  Morning  What's up?
2154;4;Life is not fair.. but still good. 
2155;3;Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. 
2156;3;"@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. "
2157;0;@therealnph Twitter hates us both then.  
2158;3;@Vanilla_B ok miss kat williams lol ive done it 
2159;4;@MrPeterAndre 7 pounds is an awesome film 
2160;2;@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? 
2161;2;that damn house wants 3,000 more than we offered...ugh...may not be too out of reach though 
2162;2;On leave today.. taking care of the baby. He is going to be 8 months old 
2163;2;@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!
2164;2;Fitnessdk with Rebecca! Nu k????r vi!! 
2165;2;@marjorayy so then you should blogspot about it  haha
2166;2;I hate the fact that I'm genuinely excited about my last tweet 
2167;2;@celesteclara i can't sleep either 
2168;3;im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?
2169;4;Good morning twitters! Tuesday... but like Thursday 
2170;3;@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. 
2171;1;@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. 
2172;3;@Hedder37 lol. Okay  sounds like a plan.
2173;2;@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up.
2174;1;@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! 
2175;3;Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. 
2176;2;Off to bed! Night people. 
2177;2;@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
2178;2;200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? 
2179;2;this week starts - on tuesday... 
2180;3;@JGar4 and @umadamgotlost I'm happy with it! It just wasn't easy in the least! 
2181;2;Yawn yawn yawn!! 10 more minutes in bed 
2182;3;jumped off the wharf today. in the coldest wind and rain...really cool 
2183;2;Is on butcher's hill for the evening. Going back to the west side in the early morn! Hope some followers find me in the meantime! 
2184;3;@MajesticFlame ouch - sounds very sucky 
2185;4;Good night and good day twitters! 
2186;2;He feels what I have felt right now, can't sleep and need attention from somebody 
2187;4;@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
2188;3;"Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2"
2189;2;@mattycus  *cry* 
2190;0;In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days 
2191;2;http://twitpic.com/2y3zs - Kelly Clarkson!! 
2192;2;@QueenZita --Oh make it no be true! Sorry Beanie. Hope you feel better. 
2193;2;@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  
